ID Produk,Nama Produk,Harga,Penjualan,Nama Toko,Komisi hingga,Komisi,Link Produk,Link Komisi Ekstra
41561442154,Botol Tumbler Herblf 900ml Tahan Panas Dingin ORI Import,"60,0RB",10RB+,HLF24oke,"11,5%",Rp6.599,https://shopee.co.id/product/607593297/41561442154,https://s.shopee.co.id/9V02iVZ5km
